33	11	26	11	18	10	19	10	9	4	10	4	7	7	7	7	6	4	6	4	6	5	10	5
1394	673	1419	673	3189	1581	3242	1581	2468	1179	2537	1179	2874	1398	2934	1398	3085	1474	3171	1474	2149	1016	2167	1016
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	10	14	10	17	11	17	11	12	11	12	11	29	26	29	26	8	10	8	10	16	15	16	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	4	7	4	0	2	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
8	6	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
286	118	294	124	186	65	186	65	167	64	167	64	187	84	187	84	99	61	107	62	139	51	146	52
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2	5	2	17	15	17	15	15	9	15	9	15	8	15	8	11	10	11	10	9	8	9	8
74	18	75	18	541	166	541	166	313	116	313	116	179	62	179	62	325	135	328	135	139	67	136	67
32	22	32	22	127	129	127	129	122	119	122	119	110	102	110	102	75	77	75	77	60	46	60	46
4	2	4	2	16	16	16	16	9	10	9	10	1	2	1	2	6	3	6	3	2	3	2	3
140	78	140	78	299	144	299	144	188	64	188	64	254	68	253	68	150	53	151	53	95	56	95	56
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	17	21	17	10	10	9	10	5	3	5	3	4	1	6	1	4	2	6	2	0	0	0	0
1348	616	1386	616	2554	1138	2623	1138	2528	1185	2571	1185	2792	1251	2839	1251	3040	1388	3067	1388	2030	909	2080	909
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
362	205	377	207	635	371	635	371	522	325	522	325	722	435	722	435	230	136	227	136	373	227	376	227
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	0	11	0	57	7	57	7	18	2	18	2	19	1	19	1	11	2	11	2	12	1	12	1
4	3	4	3	8	4	8	4	6	4	6	4	2	3	2	3	1	0	1	0	4	2	4	2
17	7	17	7	0	0	0	0	3	1	3	1	4	2	4	2	1	1	1	1	4	0	4	0
670	190	684	195	937	304	937	304	744	235	744	235	785	230	785	230	619	206	626	206	365	108	368	109
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	10	12	10	0	0	0	0	0	0	0	0	2	1	2	1	1	1	1	1	1	1	1	1
2248	2652	2272	2655	658	621	658	621	3904	4787	3904	4787	5520	5533	5520	5533	2746	3280	2765	3279	7472	7535	7477	7536
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
